rid,text,food,price,service,ambience,trainer 
2117,Udah lama banget liat review bc's cone di foodbloger..baru kesampean nyobain sekarang..  Untuk tmptnya baru renov sih..jadi agak kurang comfy..es krimnya banyak bgt pilihan rasa dan conenya juga warna warni + ada rasanya.  Kmrn nyoba yg charcoal cheese dan conenya yg mango..enaaak  Trus nyoba ferero shake... mm ini so so bgt dan ga mau beli modelan shake gini lagi..yg coklatnya lagi kekinian ditempelin di botol...mubazir..susah bro makannya..harus gigit gigit botolnya hahaha.  Masih mau mampir lagi buat nyoba varian rasa es krim lainnya,POSITIVE,-,-,NEGATIVE,agung
3119,"Everytime I passed by this place, it always catch my eye because of the decor looks so inviting and beautiful. I was skeptical at first, I thought this place is just going to be like any other too hyped resto/cafe in Jakarta...nice place but not so nice food. Turns out it was not.     I ordered their all day breakfast menu, quickie-in-a-jar and farmer's meal. Both were taste so good!! You can taste that the food made from a high quality ingredients that were cooked just right so it bring the right flavour. Will try their other menu next time, obviously Im going back again soon!    ps: coffee is good, but there's still room for improvement. Its not a dissapointment but its not that special too, but hey its still taste so much better than chainstore coffee shop.",POSITIVE,-,-,POSITIVE,agung
2677,"To be honest, gue belom pernah nyoba kuliner bebek yang disajiin sama bihun kuah.  Tapi menurut gue bihun bebek ini juara! Harganya emang agak pricey ya nyentuh 65rb per mangkok, tapi porsi yang lo dapetin nggak boong gedenya. Kuah nya juga perlu di kasi apresiasi walaupun gue sampe skrg ragu kuah nya halal apa ngga.    Gue juga sempet nyoba yang bihun bebek kari. Well gue lebih prefer yang bihun bebek biasa sih, tapi boleh dicoba kok yg versi kari. Kari nya lebih kearah rasa kari nya lontong kari atau laksa.    Buat minumnya ya standar2 aja. 2 dari 3 minuman yg gue pesen ternyata cuma sirup doang. Ya buat ngilangin aus aja.    Intinya, layak dikunjungi.. Tapi halal apa ngga nya gue ga berani jamin",POSITIVE,-,-,-,agung
467,"One of my favorite places for Sunday brunch. They serve variety of western dishes and patisserie. I suggest not to go for their green tea and white chocolate donut as there is a weird sour after taste to it. For the food adventurers , try the drink called London fog ,it is a drink that you either love or hate . But all in all pretty good place",POSITIVE,-,-,-,agung
1020,"Lovely.  Remind me of Chicken Rice at KLCC FoodCourt.  The rice has special taste as like Hainam Rice should be. The chicken was great and the duck as well. But, not for the soup. Its almost no taste. And I love the spicy of chili."" ""Best soto I've ever tried in my adult life so far. 2nd servings is a must. The chili mix was also heavenly. Best enjoyed with an ice cold Badak soda.",POSITIVE,-,-,-,agung
145,"Basically, single macchiato taste good enough. And spaghetti rendang was really yummy and I could eat one more portion of that. Place itself was comfy so far. Make sure you guys try this place and enjoy the atmosphere.",POSITIVE,-,-,POSITIVE,agung
2656,"Sebenarnya banyak tempat makan citarasa lokal di Bogor, tetapi menurut saya, yang sekaligus menawarkan tempat yang nyaman dan dapat menampung jumlah pengunjung yang banyak, hanya ada beberapa, dan salah satunya Gumati. Tempat ini sudah sangat banyak berubah dari awal berdiri, dan semakin bagus. Citarasa makanan juga enak dan harga tidak terlalu mahal. Kadang sore hari ada pertunjukan tari-tarian yang cukup menghibur. Konro Bakarnya OKE punya, dan meskipun tampilan Gurame Gorengnya tidak menarik (hehehe..), tapi rasanya boleh diadu. Sop Buntut? Masih agak keras dagingnya dan rasanya kurang tajam (versi saya lho ya). Ayam Goreng? Oke punya juga dan layak untuk dicoba. Dagingnya empuk dan bumbu meresap sampai ke dalam... Jangan lupa pesan Karedok juga ya. Dijamin tidak kecewa..  Lokasi sangat gampang dicapai karena ada di pusat kota. Tinggal pasang GPS, pasti sampai. Hehehe..",POSITIVE,POSITIVE,-,POSITIVE,agung
2008,"Pertama kali kesini tempatny oke buat dating dan nongkrong bareng temen atau keluarga, cuman agak bahaya buat anak anak karena tinggi bnget, dan tangganya agak bahaya karena ga tertutup dan nempel disamping gedung. Tapi tempat lantai 2 dan 3 oke anget. Makanan juga oke. Tapi lebih baik klo kesini sore ke malem, karena gerah banget kalau siang berhubung outdoor tempatnya. But overall oke.",POSITIVE,-,-,NEGATIVE,agung
1992,"Hazelnut freezy itu kopi fav saya disini... Tempatnya nyaman, pelayanan nya cepet, ramah, sopan dan santun hehe.. Cocok nih buat yang nungguin pacarnya waxing ksini hahahahaha ???... Sukses slalu buat oldtown!",POSITIVE,-,POSITIVE,POSITIVE,agung
2456,"Tadi nyobain menu US Tenderloinnya (medium rare, mashed potato, homade barbacue sauce).   Verdict: biasa ajah. Sauce nya biasa, dagingnya jg ga ada yg spesial. Utk ukurab medium rare, itu daging msh agak kurang lembut",NEGATIVE,-,-,-,agung
2874,"Salah satu tempat makan cantik yang buka di Green Lake. Meskipun masih sepi, dapat dibayangkan bahwa kawasan ini akan menjadi the next PIK.    Pertama kali saya diajak teman kemari karena gambar-gambar dessert unik. Dan ketika saya pertama masuk kemari, interiornya terasa sangat friendly dimana kita bisa melihat gambar-gambar anime Jepang beserta dengan figurin-figurin di tembok restoran.    Ketika pesanan sushi saya sampai (gambar terlampir), penampilannya sangat menarik perhatian karena berbeda dengan tempat lain yang biasa saya makan; begitu juga dengan hidangan penutup disajikan dengan sangat unik. Namun rasa dari sushi-nya biasa-biasa saja dan dessert kurang enak.",NEGATIVE,-,-,POSITIVE,agung
1582,"Bubur ayam polos ini kalo tdk salah range harganya sekitar 17-19ribu, porsinya cukup banyak untuk satu orang, rasanya okelah. Hanya saja menurut saya karena sambalnya itu pakai cabai rawit potong saja, jd terasa kurang mantap.      Tempatnya yg cukup minimalis alias jumlah meja tidak banyak. Dan tidak ada smoking area, jadi utk yg ingin merokok harus keluar dulu.     Tapi rasa keseluruhan gak mengecewakan karena design tempatnya cukup oke buat yg hobi foto2 dan dapat free chinese tea loh. :)",NEGATIVE,-,-,POSITIVE,agung
934,"Waktu itu kesini untuk belajar bersama teman. Kita share caesar salad, sizzling fried rice with pork, crispy chicken tenderloin, dan apple crumble ini (tapi sayangnya sekarang udah gak ada apple crumble nya, saya gak lihat lagi di menu 😭) dan lychee beer untuk minumnya. Everything was good, service nya juga cukup cepat (mungkin karena waktu itu lagi sepi).    Caesar saladnya enak, dressingnya agak kurang tetapi enak. Sizzling fried rice with porknya enak banget! Dengan tambahan sunny side up egg di atasnya, penampilannya jadi menarik. Tapi porsinya kurang banyak. Crispy chicken tenderloinnya juga enak, renyah dan daging ayamnya masih juicy.     Yang paling juara adalah apple crumble nya ini.... Apelnya lembut, dipadu dengan renyahnya crumble & vanilla ice cream... What a foodgasm experience. Please bring apple crumble back!",POSITIVE,-,-,-,agung
2361,"I love this place to chill my day. I'm not a coffee lover, but there is tea to drink :D And the cake, I just can't (of course I don't want to) miss any bite. It's great place to stop by before the midnight if you have a plan to feel the crowd at Kemang's nightlife. But if you don't, just spend your time here with your laptop, or book, or have a chat with your friends.",POSITIVE,-,-,POSITIVE,agung
788,"Tempatnya lumayan, makanan enak dan yang paling penting porsinya banyak. Buat yang suka makan atau lagi laper bisa cobain ke sini karena porsinya lumayan.",POSITIVE,-,-,-,agung
1438,Baksonya enak!!! Deket rumah juga jadi kalo pengen makan bakso tinggal kesini deh. Tapi tempatnya panas banget kalo lagi rame. Siap siap bawa kipas deh ya kalo kesini.,POSITIVE,-,-,NEGATIVE,agung
1594,"Super cozy! Went there on a Saturday night for a meetup with a dozen friends. You can call them first to book if you come in group more than four, just in case it's full there. But make sure you come on time too!,one of the cozy place for spending your rush time, quiet and cozy, but make sure that you visit on a right momen, because sometime this place is full with children, mommy and team meeting. so be careful~ but overall this place is awesome! i try their chicken pesto pasta, but the food is lower than my expectation (maybe because the price is not expensive compared with another place) . overall, good place for spending your study and working time here!",POSITIVE,POSITIVE,-,POSITIVE,agung
1862,"Pertama kali kesini karena sempet ke gading cuma ga mampir, pas tau holywings buka di pik langsung ke tkp buat cobain dan tanya menu fav nya apa ke waiternya, terus direkomenin holyduck rice. Karena ga suka duck sbnrnya, tp karena sempet dpt info dr tmn yg udah cobain kl ducknya beda dr yang lain, akhirnya aku icip menu ini.  Holyduck ricenyaaaa sumpah enaknyaaa bikin nagih!!!!! Kata waiternya, lt.2 bakal dibikin holyduck, wow banget dan ga sabar untuk cobain 😍😍😍 temen ku cobain fish dabu, telurnya super tempting abis! Intinya kalau kesini wajib cobain holyduck ricenya deh, enak banget banget banget 👍🏻👍🏻👍🏻👍🏻 Tempatnya juga bersih dan nyaman buat hangout bareng temen, live music serta pelayanannya top bgt pkknya!",POSITIVE,-,POSITIVE,POSITIVE,agung
3957,"Tempat menjamu menjamu para customer & principal.  Kepitingnya, tofu, dll uenak... cuma minusnya di dessertnya.. ice creamnya not recommen..   4 thumbs for this place 😊😊",POSITIVE,-,-,-,agung
3294,"Rame nya astagaaaa. Rasa makaroni nya jg biasa aja terlalu manis malah, kurang berasa creamy. Keju nya rasa gosong. Untung cm beli 1, itupun ga abis :(,i've been here for 3 times.  dan hari ini kesini cuma mampir buat take away macaroni panggangnya.     waktu dulu dine in, aku pilih tempat di taman-tamannya. suasananya asiiiik.. karena jarak meja satu ke meja lain kayak dibatesin pager tanaman. udah gitu adeeem. jadi makannya santai hihi    selama kesini baru cobain macaroni panggangnya aja. temen-temen sih bilang lebih enak lasagna gulungnya daripada macaroni. karena dipanggang, otomatis permukaan macaroninya agak kering. jadi agak susah sih motongnya. tapi enak, taburan keju diatasnya kering, ketemu macaroni yang ga terlalu kering teksturnya.  macaroninya ada 3 ukuran yaitu small, medium, large. kalo berdua sih better pesen yang small. karena porsinya lumayan besar. tapi small jarang ada atau mungkin keabisan. kalo medium cukup lah 4-5 orang.   harga terbaru macaroni panggang biasa yang tadi aku take away itu 67k (medium) belum termasuk ppn 10%.,ga ngerti kenapa macaroni di sini banyak yg suka. i personally prefer lasagna gulung sih...  i tried the special one and still nothing special IMHO.  dalamnya ada jamur, keju cheddar, smooked beefnya. ini macaroni paling aneh rasanya. the macaroni taste should be salty and tasty, not salty and sweet!  i really couldn't enjoy ate it so much.... 😨😐  harganya? mahal kalo dinilai dari segi rasa, ga sebanding (sorry), tapi ga gitu mahal kalo dinilai dari segi size/portion karena bisa dimakan sekitar 4-5 orang i think.  pelayanannya cukup baik dan cepat.  tempatnya sempit dan panas, better take away than dine in.  not recommended.",POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,agung
200,"Kata kakek aku pempek di sini enak jadi aku dateng ke sini. Pesennya pempek spesial atau apa gitu, mikirnya sih bakal macem2 gitu jenis pempeknya eh taunya cuma pempek kapal selam haha aku tertipu dengan nama menunya. Terlepas dari itu semua, rasa pempeknya enak deh, jarang-jarang saya suka pempek kapal selam.. oiya di sini juga ada menu lain cuma karena ke sininya sendiri jadi cuma pesan pempek deh",POSITIVE,-,-,-,agung
2313,"Come here with friends satisfy our craving for cold desserts, and look for a cozy place to chat. It has a pleasant ambience even though it's small. Luckily, when i came last time, it's not crowded.     After waiting for quite some time, i've finally got to try the dongdaemon patbingsoo and apgujeong bingoo. The dongdaemon bingsoo has a rich chocolate flavour which makes it too fulfilling. While the apgujeong bingsoo taste better and closer to my preference.     Both bingsoo are delicious, but I'll definitely come back to try others!",POSITIVE,-,-,POSITIVE,agung
1665,"Makanannya enak-enak. Saya paling suka masakan khas belanda yang mereka tawarkan seperti poffertjies dan bitterballen serta minuman kesukaan saya di sini adalah choco hazelnut.    Untuk atmosfir tempat, sebenarnya tempat ini cozy dan menyenangkan tetapi menjadi sangat bising, sumpek dan sesak kalau sudah penuh orang dan tidak ada pembatas antara smoking dan non smoking area.",POSITIVE,-,-,NEGATIVE,agung
740,"Ini resto sushi favorite dr waktu kuliah karna msh pocket friendly dan enakkk.. skrg udh nikah n lg hamil ngidamnya sushi ippeke komachi ini cm karna ga boleh makan mentah2 jd tunda dulu smpe tar udh lahir.. karna aku ga terlalu suka sushi yg fusion.. ini sushi sashiminya original bgt.. paling suka ya salmon sashimi sm baby octopus, klo kesini makannya dkt kaiten tablenya jd tinggal pesen sm chefnya, karna lumayan bisa bhs jepang langsung minta sm chef jepang pake bahasanya..dan dia ramah bgt.. atau comot yg lg muter2 tau2 piringnya udh numpuk tinggi haha..",POSITIVE,-,POSITIVE,POSITIVE,agung
170,Me taking a bad picture doesnt reflect the quality of this restaurant. Its laid back atmosfere makes it enjoyable for those long conversations.    I had the double chicken decker which was well priced and portioned.    I also had their golden ale home brew beer which had hints of bittnernes and hops. Pretty impressive taste    This place is best enjoyed amongst those who are close to us because its such a great place to hang out    Peace out yooo,POSITIVE,-,-,POSITIVE,agung
1086,"Ternyata rasanya biasa aja, gak seenak yang dibilang orang-orang hiks dan harganya juga gak semurah yang orang bilang meskipun emang murah sih dan tempatnya gerah ???",NEGATIVE,NEGATIVE,-,NEGATIVE,agung
1787,"Always love the grilled chicken salad.. Porsinya pas bgtt, gak pelit dan rasa grilled chicken-nya enak bgt.. Saladnya ada potongan avocadonya gt.. Yummy to the max.. Dan jg dpt 2 pcs of bread..    Utk dessert pesen layer cake, rasanya jg enak.. Ada potongan blueberrynya jd pas bgt campuran rasanya..    Tempatnya enak buat nongkrong2.. Ada outdoor areanya jg jd yang ingin merokok bs pilih dluar..",POSITIVE,-,-,POSITIVE,agung
2680,"One of the best restaurants in Jakarta! Been here twice and the second time i came here the food was still as good as the first time! It means they do maintain the food's quality well! I ordered thai tea which is kinda nice but not that superb. For food we tried:    - rendang  Super fragant and tender beef! Enak bangeeeeet banget!    - pad thai  RECOMMENDED!!! Pad thai ini enak banget i'm willing to come back there just for the pad thai😍    - steamed fish  Ini juga enak banget! But i've found better.    - green curry  Enak banget! harus makan ini pake nasi biar ndool😋    For dessert i tried the platter, enak semua ga ada yang ga enak!      Overall its a good place for you to dine in. Berkonsep asia cenderung ke thailand kali yah? The ambience of the place is also nice. I definitely will come back💘",POSITIVE,-,-,POSITIVE,agung
427,"Royale emang hits banget bogor, suka dengan tampilan luar dalamnya yang didesain keren banget. Mulai dari lantai 1 sampai dengan lantai 2 semuanya didesain keren. Keroyale sore hari itu emang paling pas, suasananya dpet banget buat nyantai... Pesen Lattenya dan Ninja Burger, Untuk Lattenya pas. Ninja burgernya enak banget, bikin ketagihan.  Lantai bawah royale ( lantai 1 ) itu ada bakery dan mini barnya... Untuk Bakerynya juga enak Pilihan rasanya banyak",POSITIVE,-,-,POSITIVE,agung
191,"Sebenernya niat satnite kemarin cuman mo kuliner makan sate, buryam abang, soto dan main food kakilima lah @ pasarlama tapi pas lagi milih sambil jalan, ngeliat tenda tulisannya 'engkong mah ngikut aja' logatnya dibacanya sunda banget! Nah adek angkat gw namanya yeye mau aja tuh diajak nyobain tuh warung kakilima. Ternyata si #engkong #lim ini jual """"martabak jembreng"""" aka martabak aneka rasa berbentuk pizza  Dan es potong yg weeeeeenak tenannnnn. Layak dicoba deh..., dijamin bakal ketagihan"" ""Ini dia pilihan mie di bandung yang paling enak & wajib kesini banget kalo di bandung enak banget mie nya dia ada 2 macem gtu ada yang manis & ada yg asin fav nya sih yamin nya yang manis! Enak bgt deh ❤️ ditambah lagi sama bakso & pangsit nya beeh nagih! Favorit dari kapan pun lah ini mah & enaknya sekarang uda buka di jakarta",POSITIVE,-,-,-,agung
2080,"Lupa kmren pesen apa namanya, kalo ga salah anguk bingsoo, isinya pocky cokelat, vanilla ice cream, chocolate sauce, crushed oreo, shaved ice. Rasanya lumayan.. Harganya 38k.. Tapi tempatnya kurang pewe karena pake bar stool (kursi bar yang tinggi), ga ada smoking area yaa..  Posisi patbingsoo ada diatas seorae, mesti naik tangga dari depan atau bisa naik dari dalem seorae (flavor bliss alam sutera.)",POSITIVE,-,-,NEGATIVE,agung
9,"Back and here again.  Tempatnya di food court. Konsep tenant-nya di sini khusus buat on-the-go atau klo mau makan langsung di food court sini.    Service-nya sih standard aja. Penyajian cukup cepat krn proses pembuatannya yang cepat juga.    Di sini gw order menu special-nya, Oreo Blizzard. Soft ice cream yang thick texture-nya, sampai2 diserve upside down. Ice cream-nya milky, soft and little bit sticky. Ditambah oreo, jadilah seperti rasa cookies & cream.    Overall ini soft ice cream yang cukup enak & affordable. (280616)",POSITIVE,-,POSITIVE,-,agung
2285,"Makan disini gak ngerti lagi kayanya gak bakal makan disini lagi. Selain harga daging utk steaknya yg termasuk mahal, cara penyajian dan rasanya tidak ada yg istimewa. Bahkan gua order tenderloin yg harusnya bertekstur lembut malah ada bagian urat yang tidak bisa dipotong apalagi dimakan. Untuk steak semahal ini dengan rasa seperti itu menurut gua gak worthed makan disitu.",NEGATIVE,-,-,-,agung
199,"Ditengah maraknya tempat minum susu di bogor, mimicucu hadir dengan konsep berbeda, konsep kedai, walaupun tempatnya biasa saja tidak cozy, dan lokasinya yang jauh dari kata nyaman (bayangin di tempat ngetem angkot letaknya), tapi variasi makanan yang ditawarkan sangat beragam, mulai dari roti bakar dengan rasa ovamaltine, skipy, menu yang menarika ada mie rebus dengan kuah susu nurni yang saya baru pertama nemu di tempat ini, ada berbagai snack kaya otak2 dan kentang goreng bumbu, ga lupa menu utamanya susu, disini ada berbagai variasi rasa susu murni yang ditawarkan baik plain dan blend, saya pesan mimicucunanas (susu murni panas) rasa madu dan itu juara banget rasanya, mimicucu tempat asyik buat nyemil sepuasnya sengan harga sangat pas dikantong",POSITIVE,POSITIVE,-,POSITIVE,agung
1530,"Good place for family destination, alot of games and rides for the children. A good taste of sundaneese food, but better get all your orders early, other wise you wont get your new orders in till the time you are ready to pay the bill.",POSITIVE,-,NEGATIVE,POSITIVE,agung
3868,"Tempat ngopinya sendiri di bangunan tua yg di dekor ulang tapi kawasannya.... (Sebelahnya banyak club2 aneh) cari parkirnya juga setengah mati. Dari segi rasa sih sama aja kaya kedai kopi lain, mikir 2x untuk balik kesini. Overall B aja.",POSITIVE,-,-,NEGATIVE,agung
2439,"Hello guys. I go to aeon and find a ramen palace in there. I search for a while hope i found out a unique restaurant with their tasty ramen. I go to hakata men oh finally after i read their menu. I just order an original ramen. Hmmm i 'm not too excited because i want more garlic, more spices, more chili and more topping that i can add it by myself. The ramen itself is just so so. But you can try to order their dish like curry or any other else. Not bad and not so good."" ""Suka sekali, rasanya hidup sehat banget kalau makan di sini. Kalau mau lihat menu langsung tengok aja ke tembok yaaa  Pesan chicken sandwich, daun anehnya itu bikin rasanya jadi mewah dan secret sauce nya enak dan light. Potongan ayamnya pun banyak.   Waktu penyajian, waiternya sedikit menjatuhkan ayam. Terus diganti donk sama waiternya, dikasih extra chicken hehe   Cake nya juga ok, tidak manis tapi tetap enak.",POSITIVE,-,POSITIVE,-,agung
3660,"Suka banget sama sambel kecombrangnya, seriously good 😁  Tapi emang pelayanannya agak lama jadi kalau emang lagi buru2 mending jangan makan disini..",POSITIVE,-,NEGATIVE,-,agung
441,"Bakmi berdikari enak kok.. Bakminya, baksonya, capcay, ayam mentega.. Tpi mnrtku skrg udah overprice bgt.. Paham sih krn resto udah berubah dan staf jg banyak. Tpi aku kdg beralih ke yang lain yg sama enaknya tapi lebih murah.",POSITIVE,NEGATIVE,-,-,agung
1104,"I've known Martabak 201 since the year 2000. Their first outlet (cmiiw) is at Taman Sari, Lippo Karawaci, and their second is at Permata Sport Club, (also) Lippo Karawaci. That time, they were only selling conventional martabak since modern martabak like Brownies or Pandan Martabak with various toppings haven't existed yet.    Now that they have an outlet in Serpong, I regularly visit this outlet whenever I wanna eat Martabak (I always pass this outlet when I go home afterwork). Their classic """"CKW-Coklat Kacang Wijen"""" martabak tastes so good, so does their """"Martabak Keju"""". I can always feel when it melts in Totally recommended!     Note: their Martabak Telor also rocks. A legendary spot for martabak lovers. :)",POSITIVE,-,-,-,agung
2820,"Seminggu yang lalu gue  baru pertama kali kesini sama temen gue berdua, padahal ini tempat deket dari rumah tapi baru kesini beberapa bulan setelah buka . Di sini tempatnya enak , buat makanannya gue makan  honey chicken mustard, ini rasanya enak banget . Kalo kesini ada 3 macam pilihan rotinya ada gandum , original, sama rosemary cheese . Gue pesen honey chicken mustard rotinya yang rosemary cheese ini recommend banget , rotinya aja udah enak apa lagi pas di campur sama honey chicken mustardnya yg rasanya manis , asem dari si mustard dan ada cheese nya juga bikin ini jadi yummy banget . Kalo lo mau lebih murah kesini pesen aja satu buat berdua , karena bisa di bagi dua sampe 4 potong . Dan tempatnya disini enak buat ngobrol karena wifinya juga kenceng tapi . Disini cuma kurang cahaya pas malem",POSITIVE,-,-,POSITIVE,agung
2045,"The best sushi place!! Akhirnya nyobain tempat ini juga since it always crowded even on weekdays. Tadinya gue makan di regular table but i changed my mind to sit in Sushi Bar and it was a right choice cause i love watching those chef prepare our food  Don't bother talk about their sushi, omg really it was great! Their service was also great even its crowded. Their price? This is the best part, it was more cheap than other sushi restaurant especially Sushi T**. If you like that resto, you must love Ippeke Komachi!",-,POSITIVE,POSITIVE,POSITIVE,agung
1954,"Tempatnya enak bgt comfy, bagus buat foto2. Feels like home bgt apalagi kalo duduknya yg dibawah tangga cm kmrn syg sedikit berantakan byk kardus menumpuk. Trs recommended cold happy summer days tea nya",POSITIVE,-,-,POSITIVE,agung
3894,I wish i can order all food on the menu. Trust me the food was absolutely addicting. One of my fav is the kari sushi. Highly recommended for Japanese food lovers!,POSITIVE,-,-,-,agung
2120,"Tadaaaa.. akhirnya sebulan yang lalu mampir juga ke tempat lucu ini. Sebenarnya setiap ke summarecon mall serpong sering banget ngelewatin Lekker Bekker. Tapi baru sebulan yang lalu """"ngeh"""" untuk nyobain gara-gara ngeliat ulasan Lekker Bekker di youtube.    Okay, jadi menu pertama yang dicoba adalah Smoke Beef Sizzling Rice. Jadi menu ini adalah nasi goreng + smoked beef + telur yang disajikan diatas hot plate. Mirip-mirip Pepper Lunch gitu deh, hehehe. Enaaaak. Pokoknya segala macam makanan yang mengandung smoked beef itu pasti menggiurkan, nomnom :9    Menu kedua yang dicoba adalah Nasi Soto Daging Sapi. Hmm.. rasanya so so lah.    Menu ketiga yang dicobain sebagai penutup adalah... Poffertjes with one scoop of strawberry ice cream. I loveeeeee poffertjes. Yummy!    Overall, makanan disini sih lumayan enak. Tapi yang paling menarik pastinya sih tempatnya yang lucu. Lumayan untuk nambah koleksi foto, hehehe :p",POSITIVE,-,-,POSITIVE,agung
1701,"Rumate tergolong tempat yang sering jadi pilihan nongkrong di bilangan Sabang, Menteng. Varian yang ditawarkan mulai dari makanan berat sampai kudapan. Jam bukanya pun dari jam 7 pagi hingga 11 malem. Kali ini gw pesen nasi bakar cakalang (rasanya cukup enak) dan kroket belanda (rasanya standar), sementara minumnya teh tarik malaka (nah ini recommend banget!).Tempatnya cukup asik dan menarik, cuma sekedar saran mungkin dinding2nya bisa dicat ulang kali ya, banyak yang ngelupas jadi kurang sedap dipandang.",POSITIVE,-,-,NEGATIVE,agung
1476,Tempat hangout with boss dan temen2 kantor.. Selain makan bisa sambil bermain ping pong  disini dan setelah itu lanjut bermain beerpong bersama yg lain :D,-,-,-,POSITIVE,agung
698,"Untuk tempat sih ok ya rooftop gini tp enaknya emang pas sore supaya ga panas. Pelayanannya ok dan waiters semua ramah. View lumayan kalo malem keliatan lampu-lampu jakarta tapi agak ketutup sama pagar + daun-daun, mungkin takut ada yang lompat kali ya.. Hahahaha    In terms of food & drinks, i honestly didnt expect this place to serve nice foods sih...     Tapi kemarin sempet coba grilled chicken bbq dan was good! Bbq saucenya enak dan grilled chickennya juga enak.     Selain itu cobain spaghetti salmon tapi just ok aja ga lebih.    Untuk minuman tapi agak failed. Lemon teanya kaya air biasa aja, lychee ice teanya absurd ga jelas antara lychee atau teh atau air biasa. Semua kurang manis dan kurang rasa so saaad..    Akhirnya back to my basic and safe choice, coca cola.    Well, all in all, ok aja kalo buat pilihan nongkrong bareng temen2 or if you happened to stay at fave hotel misalnya. Tapi wouldnt be on my top list aja sih :p    Cheers!",POSITIVE,-,-,POSITIVE,agung
391,"Pelayanannya oke, nama menunya unik2 recommend buat tahunya dan aneka ayam. Tapi guramenya enggak sesuai harapan. Gak garing. Dimsumnya biasa. Range harga 25+,i had a very bad experience here. was having a sore throat this afternoon n thought they serve dimsum, so i stepped in n ordered siomai, hakau, mie nyemek, tape lulur. pertama masuk mulut, kulit siomai terasa blm matang, msh lengket tepung terigu.gigitan kedua, potongan daging ayamnya gak bisa dikunyah alias msh mentah. tried the other piece, still the same one. so i complained to the waitress. kulit hakau jg sama, msh tebel. mie nyemek taste ok, tape jg ok but too bad i totally has lost my appetite. daging ayam kan hrs mateng mana blh mentah. the worst thing is they still charged me for that uncooked siomai.",NEGATIVE,-,-,-,agung
2729,"I know this place is not a new ice cream place at PIK, but i have never had any guts or curiousity about this place, until i saw that they served the tower soft ice cream which consists several flavors in a cone.  So today i went there and ordered the tower ice cream. I dont why, kok waiter nya nggak ngasih standing ice cream tapi malah kasih gelas, nggak tau apa emang lupa atau gimana. Tapi akhirnya es nya tumpah ke gelas, karena tinggi dan gak stabil. Dan akhirnya yaudahlah hancurin aja cone nya biar kaya biscuit, sempet icip sih beberapa rasa ice cream yg ada d tower ice cram ku, tapi menut gw, IMHO, nothing special about the flavor tend to be biasa aja.  A friend of mine also ordered black noodle with chicken, the noodle texture was hard and thick, but the taste is good. And the rest just ordered tea, coffee and french fries.  Perhaps i will only coming back for the black noodle.,tempatnya lebih nyaman di bagian depan soalnya yg di dalem agak sempit hehe  wkt itu karena aku lagi males pilih2 rasa eskrim, aku pesen artsy palette yg isinya 6 minicone ice cream dengan 6 rasa berbeda.  pas eskrimnya dateng mnrt aku conenya gak mini2 banget dan cukup blenger ya makan itu soalnya aku cuma berdua wkwk  dari keenam rasa, ada 1 rasa yg aku gak suka :( kayak rasa obat wkwk  jadi ada 6 rasa yaitu choco, thai tea, taro, blueberry, strawberry dan 1 lagi itu rasa apa aku gatau deh pokoknya aku gasuka huhu:(   conenya mereka jg rasanya beda2 loh. conenya enak hehe    untuk rasa eskrimnya standar ya cuma penyajannya yg cukup unik pake tempat kyk gt mungkin bkin harganya agak mahal tapi worth it kok dengan harga segitu kalian bisa nyobain macem2 rasa eksrim..  buat pecinta es krim jgn lupa coba ya!",POSITIVE,NEGATIVE,-,NEGATIVE,agung
31,"Buat penggemar kuo tie, mesti banget berkunjung ke tempat ini. Di sini lumayan terkenal kuo tie nya, mungkin sebagian besar orang tau. Kuo tie nya bisa milih mau deep fried atau dipanggang di satu sisi saja. Saya sih lebih suka yang panggang jadi ada beberapa tekstur pada satu kuo tie, yaitu lembut, garing, dan kenyal. Isi dari kuo tie ini apa lagi kalau bukan babi. Lezat, isiannya gak main-main karena berasa banget dan sangat wangi soalnya ada daun bawang dan bawang putihnya. Lebih mantep lagi kalau dimakan dengan sambal.",POSITIVE,-,-,-,agung
1562,"Cukup bikin penasaran sama nama tempatnya """"Suwe Ora Jamu"""" karna cuma baca plangnya aja waktu mau pulang dari rumah temen. Akhirnya pas weekend nyoba kesana....dan ternyata tempatnya mungil banget. Apalagi pas weekend jadi terkesan sempit. Dari tempat parkir udah penuh sesek dan sebenernya udah unmood mau masuk ke dalemnya. Hehe.   Tapi gue tetep masuk sih dikarenakan sayang udah jauh juga perjalanan dari Bintaro-Radal.  Dari luar kelihatan dekorasinya bagus tapi pas masuk langsung dapet tempat duduk nyisa dideket dapur (pas banget tangga) saking penuhnya, bete banget karna di lantai atas lagi di reserved. Dari menunya cukup beragam dan unik karna ada Jamu dan macem Teh gitu. Rasanya biasa aja sih tapi Roti Bakar Kacangnya lumayan enak.,sukak banget sama jamu2nya...enaaaaakkk...    makannannya jg ok...yummy...harga juga lumayan bersahabat :)    sayang jaoh dr rumah...ga bisa sering kesini jadinyah...hihihi",POSITIVE,-,-,NEGATIVE,agung
