rid,text,food,price,service,ambience,trainer
1800,"Bad service. Minuman ga datang pas buka puasa padahal sudah bilang untuk buka puasa. Pesan wills steak, marble sirloin steak, mushroom soup, caesar salad, lemon tea, passionfruit mint tea. Ditanya minuman kenapa belum datang saat berbuka, waiter (yang sekaligus kasir) malah alasan minumannya harus ditabur daun mint dulu. No excuse kalo untuk berbuka krn sudah pesan 20 menit sebelumnya masa minuman aja ga bisa disiapkan sebelum berbuka. Ga ada info dapat compliment ta'jil tapi liat meja lain dikasih semua kecuali meja saya. Saya memilih berbuka di kaki lima daripada di resto yg servisnya buruk seperti ini. Harga ga sebanding dengan servisnya. Saat berbuka, ga ada satupun yang datang baik minuman, ta'jil, mushroom soup, caesar salad. Lucu kalo @mushroom soup ga bisa keluar dalam waktu 30 menit. Ga bakal balik lagi, ga rekomen ya ni resto. Mendingan cari resto lain yg lebih cepat dan tanggap. Highly not reccomended. Harga bintang lima kualitas servis dibawah kaki lima.",-,NEGATIVE,NEGATIVE,-,corrector
3414,"First experience ke Tom Tom! Sendiri pula hahaha. Dari lama temen2 gue udah recommend gue ke tom2. Katanya makanannya enak2. Tadinya mau pesen nasi goreng tom yum atau green curry, tapi berhubung gue lg sendiri jd takut gaabis. Akhirnya gue pesen kwetiauw nam ped. Rasanya enak, gurih, asem, sm agak pedes2 gimana gitu, terus dalemnya ada daging bebek yang enak juga, ga keras jd ga ribet makannya. Pelayanannya cepet padahal cukup rame. Harganya juga ga terlalu mahal. Makan sendiri pake minum cuma 100 ribu. Worth it.",POSITIVE,POSITIVE,POSITIVE,-,corrector
758,"Short version: the best padang food, period.  Long version:  I knew this resto when i worked in Palembang a few years ago, but I didn't know they're open in Jakarta.  This is the best padang food. My favorite menu is ayam pop, dendeng lambok, ayam gulai and fried chicken. But the best is the mashed casava leaf in coconut milk. It's very smooth and creamy and tasty. Eating only this with rice is good enough for me 😀  The ayam pop is also very good. Dipped in the special sauce, the taste is simple but very creamy and tasty.  Portion, the warm soft steam rice is all you can eat for all of us big eater 🙌🙌🙌 Yes, you can get seconds, thirds, until you can't take it anymore 😁😁",POSITIVE,-,-,-,corrector
373,"Tempat es krim yang lumayan enak. Sayangnya ada beberapa hal yang mungkin saya ga suka, terutama pas saya pesen parfait dan yang dikasih hanya es krim dengan taburan topping, just it. Ga disusun bertumpuk kayak parfait. Kalo gitu apa bedanya saya makan ini sama menu es krim yang cuma pake topping dan harganya lebih murah dibanding yang parfait ini?. Dan es krim disini just ice cream bukan gelato macem North Pole.  Es krim paling enaknya itu yang rasa oreonya, enak parah!",POSITIVE,-,-,-,corrector
2242,"I think Ottoman's is the nicest place around Pluit. Love the interior, super love the logo that's why i ordered my latte in the papercup. It also tasted good. They also serve food, mostly breakfast food and dough darlings doughnut which i wished i bought.,a good coffeeshop around jakarta utara, muara karang area .. it is good.. excellent espresso house blend bone breaker! loving it like never before. well done mate, well done!",POSITIVE,-,-,POSITIVE,corrector
3849,"Nasi kuning nya enak, lauknya juga enak, ayam goreng nya empuk, porsi cukup mengenyangkan, harga sangat bersahabat, tempat bersih. Recommended. Wajib coba",POSITIVE,POSITIVE,-,POSITIVE,corrector
859,"Setiap ke pasar pagi buat beli barang2, pasti ga lupa kesini , ini soto legendaris banget, dari jaman kecil, sampe skg, sate sm kuahnya mak, ga tahan di lidah , ini sambil nulis ulasan sambil ileran, hahahasatenya mantap ! juicy2 gitu .  bisa nambah 2x kalo kesini , rekomen bgt.",POSITIVE,-,-,-,corrector
3374,"Talaga Sampireun tempatnya bagus, nyaman. makanannya oke banget.  Dilayani oleh mas Fadli yg ramah dan banyak kasih info-info promo yg sedang berjalan di restoran ini.",POSITIVE,-,POSITIVE,POSITIVE,corrector
1226,"Tempatnya lebih luas dari tempat lamanya yang di Panglima Polim. Kebetulan lagi ngopi di But First jadi kangen makanan Mexico ini, langsung deh pesen my all time fave Polo Quesadillas - chicken quesadillas ini tekstur tortillanya soft, cheesenya melted......enaaak banget. Recommended. Enaknya kalau di Pelaspas Dharmawangsa ini kalo kepanasan di ruangan tengah, bisa pesan makan di Taco Local sambil ngadem di But First :))",POSITIVE,-,-,POSITIVE,corrector
1611,"I'm starving at the moment and it just give me the foulest mood. And speaking of foul mood, I then remember this place I visited early this week. So here goes the review:    This restaurant has a really bad service, the waitress are practically untrained and clueless as they simply did not listen to the customers's order. You ordered medium-rare on your sirloin steak? Here comes a well-done steak and it isn't even tasty. By 'isn't even tasty', I mean not at all.     I also had to wait an hour for my raw uncooked salmon dish to come to my table (the only thing that is cooked on that dish is the rice). I must admit the dish was okay but the rest isn't up to par nor do they have decent price in the first place.    They served sashimi and sushi but I'd recommend for you not to order any as the quality and the freshness of the fish is at minimum. Heck, even the wasabi is tasteless, it's disgusting.    Score: 1/10 - would not recommend this restaurant even to my enemy.",NEGATIVE,-,NEGATIVE,-,corrector
3590,"Just got the chance to dine here with friends.so here we go.     Fukuro takoyaki, it's a Japanese dumpling with octopus. Tasted just ok. I think it's a bit under seasoned.     Salmon sashimi, this one is the champ. The fish is very fresh, you can tell by the way it melts inside your mouth...     Strawberry smoothies. Tasted good, very refreshing, creamy at the same time, I love it doesn't taste too sweet for a drink.",POSITIVE,-,-,-,corrector
2481,"Kesini buat ngerjain tgs, tempatnya pw harganya jg murah yg di menu include tax. Minusnya disini di area dlm yg ada acnya boleh ngerokok jadinya bau asep dan nempel di rambut :(( huhuhu",-,POSITIVE,-,NEGATIVE,corrector
486,Nasi ulamnya enak! Biasa jadi makanan nasi kotak kantor kalau lg ada acara di kantor ???    Menunya memang dikit tp bukan berarti kualitasnya cupu haha enak loh! Dan murah bgt!,POSITIVE,POSITIVE,-,-,corrector
2559,"Just got here this evening... Me and my bf ordered nachos and legendary burger.. the size are definitely super but for me it's quite tasteless... when the waiter asked bout the nachos topping (beef/chicken/prawn), my bf asked the mixed one.. turned out (after we got the bill) that we should pay additional price for the other two topping... well it's quite tricky we thought... other than that i ordered strawberry mocktail but it came out to be strawberry tea... i didn't complain about it coz the waiter was really nice... the ambience was cool,,, looking at the food portion and the atmosphere, i guess this is not the one you go for """"pretty seat"""",,,,tempat nongkrong kalangan atas lah bisa di sebut nya ..baru masuk aja dah pemeriksaan oleh petugas .padahal cm mw minum aja heheh gpp asal demi ke aman ..top deh apalgi di mlm minggu pasti rame bgt,impressions about this HRC are it's a really nice place for having a chi chat, laughing, listening to a really nice live music  They have a fun decoration, you will never get bored here",NEGATIVE,-,POSITIVE,POSITIVE,corrector
2098,"Dateng ke sini buat lunch, satu-satunya pelanggan. Tempatnya gampang dicari, di pinggir jalan raya. Pesen gulai kambing campur. Rasanya lumayan lah. Kuahnya cukup kental dan berasa. Kambingnya nga bau. Sayang ya restonya panas banget..",POSITIVE,-,-,NEGATIVE,corrector
1443,"Not trying to be picky nor over critical, but this place was not as good as the original in singapore. It was milky and if you like milk as much as i do, you would definitely enjoy it. Thus, the soft cream was too sweet for my liking and it clouds the taste of the milk.",NEGATIVE,-,-,-,corrector
3792,"Kesampaian juga makan ikan bakar legendaris ini. Pertama nyampe kita disuruh nunggu 10 menit, maklum hari Minggu. Setelah dapat tempat, kita nunggu lagi sekitar 30 menit, emg lama sih....    Gw mesen ikan patin bambu, karedok, ayam kampung goreng, dan tumis kangkung..    Ikan patin bakar bambunya juara, enak bgt sausnya dan gak terlalu pedes..... Yg minus sih ayam gorengnya, alot parah.... Tumis kangkung so so aj..",POSITIVE,-,NEGATIVE,-,corrector
1990,"It's been more than a decade. For me they are still the best Traditional Japanese sushi / sashimi restaurant. The freshest raw fishes you can get in Jakarta. If you eat in the sushi bar and ask for 'omakase' you will experience sushi at it's best & they keep serving until you are really full. But when you eat omakase you have to understand that it costs a little more than your average high-end Japanese meal. Once in a while on a special occassion, It worth every penny though.,woaaa best japanesse restaurant in town khusunya untuk salmon sashiminya. tebel book. sushi lainnya juga enak semua sih, dia kasi porsinya nggak tanggung2 dan emang sebanding sih sama harganya. ah, salmon teriyakinya juga juara banget, bumbunya ngeresep. ughlala.",POSITIVE,POSITIVE,POSITIVE,-,corrector
1263,"Pertama kali diajak kesini sih bingung kok tempatnya kecil dan gak keliatan dari jalan raya. Tp begitu kita masuk langsung order ice coffee vietnam dan nuttela latte sambil nunggu temen yang lain. Nuttela latte nya enak lumayan kental dengan porsi mini, coffee vietnamnya so so lah.. setelah semua ngumpul baru pesen singkong keju meski kejunya dikit tapi oke lah tertutupi sama tekstur singkongnya yang lembut. Potato wegess nya enak, recomended la..",POSITIVE,-,-,-,corrector
1159,"The best place to HANG OUT , literally with your special friends, because this place is so small, and yet so so calming and cozy.  Been there few times, and mostly alone. Yes I went to noir alone, its like a sanctuary for me, all I need is a classic pasta and pizza, and a place to relax for abit after work.  Probably its gonna cost 150,000 IDR at the most. the pasta is around 30K and the pizza is 45K, I dont expect tons of people coming here, because it is a place to relax or hang out with a small party, so if you wanna come here with at least 10 people, then I have to say no, its not the right place to be.   This place is just good for 5 people atmost. Just come here if you need a place to chill and relax a lil bit guys!",POSITIVE,-,-,POSITIVE,corrector
730,"Despite the nicely decorated interior, comfy dim-lit atmosphere, the food was disappointing. The pollo con crema tasted really bland, no spices nor marination came with the chicken before they oven it. The cream added nothing in terms of flavors to the dish. The beans and tortillas were the ones that were decent, but they probably, just PROBABLY, used canned beans and ready-to-eat tortillas that are widely available in many markets.    With all this negativities, don't let this hinder you from going there if you want to chill and hang with your friends because it's still a good place to check out.",NEGATIVE,-,-,POSITIVE,corrector
3029,"Pembukaan dengan tataki salad...rasa nya dominan black pepper nya dan itu enak sayurannya fresh ... Nice !! Lanjut ke tempura seafood , ini juga ok.. Sayang agak sayang minyak nya masih banyak ...laaannnjjuuuttt ke sushi roll nya pop rockin ini asik karena agak unik ada rasa permen nya manis garing garing..lebih enak makan jgn pke soy sauce karena manis nya akan ilang sama rasa asin soy sauce...dan ini yg paling penting!! Main courseeeeeee    PORTERHOUSE.... 600grm   Medium  Ooohh tidaaaakkkkkkk  Ini enak bgt....enaaakkkkk  Tingkat kematangnya sempurna!!!  Sempurna!!!  Sauce nya ama jagung nya enak bgt...  So far ini da best porterhouse in town..!!!  Serius....    Yg kurang agak mahil...(kg bs sering sering kesini)    Over all .... TOP !!!,splendid time will surely you got after take ur toung to dancing over the taste of the cuisines from Akira Back! Tuna Pizza is my Favourite one, as the haters of sashimi and sushi i would say okay you got me Akira, great job!",POSITIVE,-,-,-,corrector
2089,"Pertama kali kesini. Rame banget. Dan untungnya sy langsung dapet tempat diluar. Sy lgsg memesan bubur, ayam rebus, telor pitan, usus dan juga cakwe.     Untuk buburnya sy ga terlalu suka. Kurang gurih dan cenderung masih belum jadi banget. Dan juga untuk ayam nya terlalu kering. Dan krn udh penuh sesak, jujur agak kurang enjoy mau nikmatin makannnya.",POSITIVE,-,-,NEGATIVE,corrector
3164,"Bakmie legendaris yang mewarnai hidup gw. Sebagai kaum pencinta mie, gw suka banget bakmie yg teksturnya garing dan gak gampang hancur kalo dimakan. Jadi ada sensasinya. Dan gw bisa menemukannya di bakmie krekot ini..     Tempatnya diujung deket bawah rel kereta. Tempatnya emang udah jelek udah tua gitu. Renta dan jelek. Tapi selalu rame dan yang parkir jangan salah, malah mobil2 bagus..   Harganya lupa berapaan seporsi. Seporsi itu banyak bgt. Biasanya bilangnya mau setengah.  ayamnya pake ayam kampung disuir2 gitu. Swekiau, bakso goreng dan pangsit gorengnya jg enak. Wajib cobain. Kayanya makan berdua terakhir sama pacar gak sampe 100ribu deh. Around 80rb udh sama minum dan pangsit goreng/bakso goreng gitu 2.   Jangan dtg lewat dr jam 1an karena udah abis biasanya. Dari pagi udah rame apa lagi hari minggu abis bubaran gereja.",POSITIVE,-,-,NEGATIVE,corrector
431,"Great ambience, fast wifi connection, cozy, unfortunately the food aren't good enough to match the price. My advice is mostly for the chef and barista, dive in more to the cookbook please, dory is supposed to be cooked done and ice coffee isn't supposed to be sweet.    Second time around going to this place, the ambience, music, and wifi are still going strong. But again the food are disappointing. My order, Garlic Butter Dory, is too salty. The fries, dory, and especially the creamy spinach are amazingly salty. Probably the chef forgot to test it? But I give this place a good review, since there's an incident with the waitress, and she handled it very great."" ""Beberapa minggu lalu pas kebetulan cobaiin tanamera PIK, berkesempatan juga cobaiin milkbar yang lokasinya jadi satu sama tanamera. Karena saya kesini bareng sama teman2 jadi cobaiin yang party set isinya 16 ice cream assorted flavors, harganya 120k tapi bisa dimakan rame2, dan pas banget deh kalau dimakan buat dessert. Kita coba hampir semua rasa tapi yang paling saya suka yang sorbet rasa buahnya seperti manggo dan beberapa rasa yang milky seperti cookies and cream dan kinder bueno. tekstur eskrimnya juga lembut banget dan bener2 nggak pakai pengawet karena cepet banget melelehnya which is good for me.     Ternyata pas selesai makan kita masih belum puas nge dessert, jadilah cobaiin waffle dessertnya, waffle nya teksturnya lembut, dan ice cream nya juga enak, jadi menurut saya kalau lagi di PIK rekomen nih cobaiin ice cream disini karena pilihan rasanya banyak dan dealnya menarik buat rame2.",POSITIVE,POSITIVE,POSITIVE,POSITIVE,corrector
1819,"Neighbors of Kemangi and under one management. Love this steamboat resto too. Keep coming back here. Yunmy yet still reasonable. You can order menu from Kemangi. Ingredients were fresh. Sauce and chili was delicious. You might sit indoor or outdoor. Coffee was not bad, good.",POSITIVE,-,-,-,corrector
782,"Tempatnya bagus, cozy banget! Tadi pesen nasi goreng + sirloin + sunny side up + mushroom sauce. Kombinasinya aneh sih ga biasa haha tapi menurut gw nasi gorengnya kurang bau pantat panci kaya nanggung gitu, sirloinnya kurang empuk dan terlalu asin, sunny side up nya not so sunny side up, dan untuk mushroom sauce tidak mengecewakan. Ga sempet foto karena udh kecewa liat sunny side up nya ancur :(",NEGATIVE,-,-,POSITIVE,corrector
3194,"Martabak red velvet cream cheese oreo-nya zuppaaaah sekali!! Ngga giung, manisnya pas. Martabak telornya biasa aja tapi agak lebay ya harganya..hehe",POSITIVE,NEGATIVE,-,-,corrector
1552,"Salah satu tempat ngopi yg cozy (lagi) di jakarta selatan. Iced Greenteanya enak. Walaupun kadang suka kelewatan kalo lewat situ. Terutama yg jarang main ke selatan, spesifiknya daerah cipete, better diliat pelan2 buat nyari JCH. Thumbs up!",POSITIVE,-,-,POSITIVE,corrector
3311,I'will back again,-,-,-,-,corrector
3062,"Tempatnya seru!    Konsepnya irish pub and bar, jadi kesini buat kongkow dan beer session bareng temen temen. Kalau dateng weekend night suka ada live music. Dipengkapi bilyard sama dart juga.     Screen tv di sudut2 ruangan kadang siarin pertandingan bola. Jadi buat cowo cowo seru sih nongkrong disini.",POSITIVE,-,-,POSITIVE,corrector
404,"Ehmmmm tempatny okeeee ,,, untuk makananya juga lumayan... Gw si lumayan suka sama duck pizza nya... Boleh d coba sihh.... Hehhehe... Dan gw si demennya bisa d bawa k exhale.. Jadi ya sembari makan bisa sambil shishaan",POSITIVE,-,-,POSITIVE,corrector
3689,"Delicioto!!!     Lagi pingin makan yang segar2 jadinya pesan 1 scoop strawberry     Banyak pilihan kue tart nya jga...   Cocok untuk ngobrol duduk sante2     Bolehla lain kali coba yang di serpong mungkin desainnya tempatnya lebih asek lagi ☺️"" ""I could say that taco cantina got their foods right for little bitsy snacking. Tho not sure you can spend all of your money with those prices. But the flavor was, like i said, just right. Well seasoned and generous cheese. Oh too bad they dont have horchata",POSITIVE,NEGATIVE,-,POSITIVE,corrector
1295,"Yakiniku dgn harga affordable yg baru buka ini emang nyuri perhatian bgt sih. Gimana enggak, seporsi beef & japanese hamburgnya cuma 30k. Dan waktu kesana lagi promo buy 2 get 1 free, hehe.  Saya sih suka semuanya yaa, beefnya melted dimulut dan saus hamburgnya juga enak bgt.  Will come back again to try their other menus😊",POSITIVE,POSITIVE,-,-,corrector
2789,"Almost every Sunday after church, I go to this place with my brother.    Rasa masakannya pas, Mirip rasa masakan tek2 tapi muchhhh betterr & stabil rasanya (kl abang2 kan kdg suka ngaco)    What u SHOULD TRY: Mie Nyemek, Bubur Ayam, and Ketoprak are my favorite mains!!    Love their nasi kucing, pisang bakar, and TAHU GEJROT (mustttt order) too,cobain makan gerobak betawi di pik.tempatnya bersih, and makanannya enak.saya coba makan mie tektek nya and tahu telor nya. rasanya medok and berasa bgt bumbu nya.. sangat recommended buat pecinta makanan indonesia.",POSITIVE,-,-,POSITIVE,corrector
1981,"Martabak legendaris, mesen yang """"Favourite Keju"""" dan puas banget. Tekstur martabak nya yang lembut ditambah ngasih topping nya yang sungguh baik hati. Keju sama martabak ampir sama tebel nya guys.     Pokoknya martabak lovers should try this one.",POSITIVE,POSITIVE,POSITIVE,POSITIVE,corrector
3578,"Ini restoran ada dari gue masih TK  sampe skrg udah kuliah. Rasanya gak berubah. Makanan favorit disini mie ayamnya, swekiaw dan nasi goreng. Masakan nya enak dan higienis juga! @",POSITIVE,-,-,-,corrector
592,"The service was good but not great ☺.    Food?  Make me wonder how come Zigi roll is one of recomended menu?    The presentation was bad, not rolled enough, so the rice fell over anywhere.    Taste?   Not helping much aka Poor.  I dont think it was salmon skin tempura in zigi roll, but a rock instead. Its hard to chew, each ingredient not blend well. Funny thing there was a chili inside, but make the taste more unbalanced.    Price?  Just too pricey.  Zigi roll 50k???    The only good in this restaurant is just their ocha, edame, and chuka idako. U know wht i mean.,ada salmon skin nya walaupun tdk semantap di midori tp membayar kekangenan lah... hanasaki ika nya good. salmon sashimi nya jg so so. gyoza nya .... hmmm bingung yah hrs di mix dgn bumbu apa biar legit. harga murah menu beragam. ok lah"" ""Sebenernya gue ke resto yg ada di mall ciputra cibubur tempatnya lumayan sempit dan enaknya ada smocking area.interior nya lucu ada tempat duduk yg ayunan gt .pelayanannya cepet dan ramah. Gue sm temen2 gue pesen  -Ramyeon bulgogi hotplate : dagingnya banyak dan lembut, porsinya pas ga kebanyakan dan ga kedikitan  -Bulgogi creamy beef bowl : ini enaaak gue kira sejenis cheese gt taunya cm kyk bulgogi + mayonaise dan porsinya jg ngenyangin  -Bibimbap: kayaknya emg dimana2 bibimbap emg selalu enak deh jdnya yaa enak.(?)  -Meals Box A: isinya ada nasi, ada kyk nugget gt 2pcs dan kecil, ada bogumdak pedes nya pas sm japchae nya enaaaak bgt. Suka bgt sm japchaenya  Minumannya biasa sih ya. Mau pesen tteokpokki tp abis jd kyknya bakalan kesini lg buat cobain tteokpokki.,dulu banget coba ini waktu masih ada di plaza semanggi bareng teman kuliah. ceritanya penasaran tuh sama jjangmyeon, then we ordered it. porsinya cukup oke, tapi sorry to say ya... rasanya ga banget! manis asin doang. ga jelas rasanya. actually that time it was our first time try it, so we couldn't compared with jjangmyeon from another restaurant. but after i tried from others restaurant, i think the taste like jjangmyeon ala ala lol. sadly, the price is cheaper but cannot serve the good quality to customer tho. i really say NO to come back again here.",NEGATIVE,NEGATIVE,POSITIVE,POSITIVE,corrector
775,"How did I not discover this joint earlier?    Potter & Clay has got to be one of the most underrated Korean restaurants in this city. The bibimbap is surprisingly really good and tasty. The price is reasonable."" ""Pelayanan parah banget!!  Hampir 1 jam nunggu baru dihidang, alesannya ikan bakarnya lama.  Masakan sayurnya uda pda dingin, udang saos menteganya gila rasa masako.  Udah mahal pelayanan buruk rasa micin, yg enak jusnya doang.  Ga kaya masakan manado lainnya.",NEGATIVE,NEGATIVE,NEGATIVE,-,corrector
1771,"Langganan dari jaman sma, terkenal sama porsinya yang wow banyaknya. Cuma sayang sekarang rasanya udah agak kurang.terakhir gojek bakmi goreng, kwetiaw siram, ifu mie sama pangsit goreng.  Bakmi goreng ga kayak dulu lg agak cendeung hambar sekarang. I fu mie dan kwetiaw siram masih enak. Pangsit juga udah beda sama yg dulu. Tapi tetep porsi nya. Luar biasah. Pas buat yg kelaperan",NEGATIVE,-,-,-,corrector
3735,"Cuma pesan chuka idako, sashimi salmon, salmon maki dan green tea smoothie buat anak anakku, kebetulan aku sdh makan sebelumnya jadi ga ikutan pesan.  Sushi nya enak dan harganya worthed.  Minusnya ga suka sama warna ruangnya karna suasananya jadi remang2 karna aku bawa anak anak kecil.,ini bukan pertama kalinya gue ke sini dan sebelumnya juga udah coba sushi mereka yang unik-unik dan variatif hehehe. desain interior yang serba hitam dan hijau dan agak remang-remang memang agak membuat kesusahan membaca menu namun okelah tinggal tunjuk2 gambar heeeem.  dari makanannya gue akui rasanya emang enak. pas banget lah di lidah. apalagi gue coba chicken teriyaki mereka yang katanya termasuk menu baru, itu enak banget. ada crunchy-crunchynya gitu dan saus teriyakinya berasa pas nggak terlalu kemanisan dan keasinan. cuma, chicken katsunya agak kurang berasa asinnya jadi kayak mesti dicelupin ke saus pedampingnya gitu sedangkan gue nggak begitu suka sausnya hehe.  setelah itu, pelayanan disini juga baik baik dan cepat tanggap apalagi masalah tentang refill ocha wuih mantaplah sigapnya. Farras Malik",POSITIVE,POSITIVE,POSITIVE,NEGATIVE,corrector
2117,Udah lama banget liat review bc's cone di foodbloger..baru kesampean nyobain sekarang..  Untuk tmptnya baru renov sih..jadi agak kurang comfy..es krimnya banyak bgt pilihan rasa dan conenya juga warna warni + ada rasanya.  Kmrn nyoba yg charcoal cheese dan conenya yg mango..enaaak  Trus nyoba ferero shake... mm ini so so bgt dan ga mau beli modelan shake gini lagi..yg coklatnya lagi kekinian ditempelin di botol...mubazir..susah bro makannya..harus gigit gigit botolnya hahaha.  Masih mau mampir lagi buat nyoba varian rasa es krim lainnya,POSITIVE,-,-,NEGATIVE,corrector
3119,"Everytime I passed by this place, it always catch my eye because of the decor looks so inviting and beautiful. I was skeptical at first, I thought this place is just going to be like any other too hyped resto/cafe in Jakarta...nice place but not so nice food. Turns out it was not.     I ordered their all day breakfast menu, quickie-in-a-jar and farmer's meal. Both were taste so good!! You can taste that the food made from a high quality ingredients that were cooked just right so it bring the right flavour. Will try their other menu next time, obviously Im going back again soon!    ps: coffee is good, but there's still room for improvement. Its not a dissapointment but its not that special too, but hey its still taste so much better than chainstore coffee shop.",POSITIVE,-,-,POSITIVE,corrector
2677,"To be honest, gue belom pernah nyoba kuliner bebek yang disajiin sama bihun kuah.  Tapi menurut gue bihun bebek ini juara! Harganya emang agak pricey ya nyentuh 65rb per mangkok, tapi porsi yang lo dapetin nggak boong gedenya. Kuah nya juga perlu di kasi apresiasi walaupun gue sampe skrg ragu kuah nya halal apa ngga.    Gue juga sempet nyoba yang bihun bebek kari. Well gue lebih prefer yang bihun bebek biasa sih, tapi boleh dicoba kok yg versi kari. Kari nya lebih kearah rasa kari nya lontong kari atau laksa.    Buat minumnya ya standar2 aja. 2 dari 3 minuman yg gue pesen ternyata cuma sirup doang. Ya buat ngilangin aus aja.    Intinya, layak dikunjungi.. Tapi halal apa ngga nya gue ga berani jamin",POSITIVE,NEGATIVE,-,-,corrector
467,"One of my favorite places for Sunday brunch. They serve variety of western dishes and patisserie. I suggest not to go for their green tea and white chocolate donut as there is a weird sour after taste to it. For the food adventurers , try the drink called London fog ,it is a drink that you either love or hate . But all in all pretty good place",NEGATIVE,-,-,POSITIVE,corrector
1020,"Lovely.  Remind me of Chicken Rice at KLCC FoodCourt.  The rice has special taste as like Hainam Rice should be. The chicken was great and the duck as well. But, not for the soup. Its almost no taste. And I love the spicy of chili."" ""Best soto I've ever tried in my adult life so far. 2nd servings is a must. The chili mix was also heavenly. Best enjoyed with an ice cold Badak soda.",POSITIVE,-,-,-,corrector
145,"Basically, single macchiato taste good enough. And spaghetti rendang was really yummy and I could eat one more portion of that. Place itself was comfy so far. Make sure you guys try this place and enjoy the atmosphere.",POSITIVE,-,-,POSITIVE,corrector
2656,"Sebenarnya banyak tempat makan citarasa lokal di Bogor, tetapi menurut saya, yang sekaligus menawarkan tempat yang nyaman dan dapat menampung jumlah pengunjung yang banyak, hanya ada beberapa, dan salah satunya Gumati. Tempat ini sudah sangat banyak berubah dari awal berdiri, dan semakin bagus. Citarasa makanan juga enak dan harga tidak terlalu mahal. Kadang sore hari ada pertunjukan tari-tarian yang cukup menghibur. Konro Bakarnya OKE punya, dan meskipun tampilan Gurame Gorengnya tidak menarik (hehehe..), tapi rasanya boleh diadu. Sop Buntut? Masih agak keras dagingnya dan rasanya kurang tajam (versi saya lho ya). Ayam Goreng? Oke punya juga dan layak untuk dicoba. Dagingnya empuk dan bumbu meresap sampai ke dalam... Jangan lupa pesan Karedok juga ya. Dijamin tidak kecewa..  Lokasi sangat gampang dicapai karena ada di pusat kota. Tinggal pasang GPS, pasti sampai. Hehehe..",POSITIVE,POSITIVE,-,POSITIVE,corrector
2008,"Pertama kali kesini tempatny oke buat dating dan nongkrong bareng temen atau keluarga, cuman agak bahaya buat anak anak karena tinggi bnget, dan tangganya agak bahaya karena ga tertutup dan nempel disamping gedung. Tapi tempat lantai 2 dan 3 oke anget. Makanan juga oke. Tapi lebih baik klo kesini sore ke malem, karena gerah banget kalau siang berhubung outdoor tempatnya. But overall oke.",POSITIVE,-,-,NEGATIVE,corrector
1992,"Hazelnut freezy itu kopi fav saya disini... Tempatnya nyaman, pelayanan nya cepet, ramah, sopan dan santun hehe.. Cocok nih buat yang nungguin pacarnya waxing ksini hahahahaha ???... Sukses slalu buat oldtown!",POSITIVE,-,POSITIVE,POSITIVE,corrector
2456,"Tadi nyobain menu US Tenderloinnya (medium rare, mashed potato, homade barbacue sauce).   Verdict: biasa ajah. Sauce nya biasa, dagingnya jg ga ada yg spesial. Utk ukurab medium rare, itu daging msh agak kurang lembut",NEGATIVE,-,-,-,corrector
2874,"Salah satu tempat makan cantik yang buka di Green Lake. Meskipun masih sepi, dapat dibayangkan bahwa kawasan ini akan menjadi the next PIK.    Pertama kali saya diajak teman kemari karena gambar-gambar dessert unik. Dan ketika saya pertama masuk kemari, interiornya terasa sangat friendly dimana kita bisa melihat gambar-gambar anime Jepang beserta dengan figurin-figurin di tembok restoran.    Ketika pesanan sushi saya sampai (gambar terlampir), penampilannya sangat menarik perhatian karena berbeda dengan tempat lain yang biasa saya makan; begitu juga dengan hidangan penutup disajikan dengan sangat unik. Namun rasa dari sushi-nya biasa-biasa saja dan dessert kurang enak.",NEGATIVE,-,POSITIVE,POSITIVE,corrector
1582,"Bubur ayam polos ini kalo tdk salah range harganya sekitar 17-19ribu, porsinya cukup banyak untuk satu orang, rasanya okelah. Hanya saja menurut saya karena sambalnya itu pakai cabai rawit potong saja, jd terasa kurang mantap.      Tempatnya yg cukup minimalis alias jumlah meja tidak banyak. Dan tidak ada smoking area, jadi utk yg ingin merokok harus keluar dulu.     Tapi rasa keseluruhan gak mengecewakan karena design tempatnya cukup oke buat yg hobi foto2 dan dapat free chinese tea loh. :)",POSITIVE,POSITIVE,-,POSITIVE,corrector
934,"Waktu itu kesini untuk belajar bersama teman. Kita share caesar salad, sizzling fried rice with pork, crispy chicken tenderloin, dan apple crumble ini (tapi sayangnya sekarang udah gak ada apple crumble nya, saya gak lihat lagi di menu 😭) dan lychee beer untuk minumnya. Everything was good, service nya juga cukup cepat (mungkin karena waktu itu lagi sepi).    Caesar saladnya enak, dressingnya agak kurang tetapi enak. Sizzling fried rice with porknya enak banget! Dengan tambahan sunny side up egg di atasnya, penampilannya jadi menarik. Tapi porsinya kurang banyak. Crispy chicken tenderloinnya juga enak, renyah dan daging ayamnya masih juicy.     Yang paling juara adalah apple crumble nya ini.... Apelnya lembut, dipadu dengan renyahnya crumble & vanilla ice cream... What a foodgasm experience. Please bring apple crumble back!",POSITIVE,-,POSITIVE,-,corrector
2361,"I love this place to chill my day. I'm not a coffee lover, but there is tea to drink :D And the cake, I just can't (of course I don't want to) miss any bite. It's great place to stop by before the midnight if you have a plan to feel the crowd at Kemang's nightlife. But if you don't, just spend your time here with your laptop, or book, or have a chat with your friends.",POSITIVE,-,-,POSITIVE,corrector
